Abilify		Alcohols
Adrenergic beta-Antagonists		Thioridazine
Adrenergic beta-Antagonists		Metoprolol
Adrenergic beta-Antagonists		Fluoxetine
Adrenergic beta-Antagonists		Bupropion
Sertraline		Desipramine
Sertraline		Imipramine
Sertraline		Nortriptyline
Sertraline		Antidepressive Agents
Sertraline		Risperidone
Sertraline		Antipsychotic Agents
Sertraline		Paroxetine
Sertraline		Haloperidol
Sertraline		Propafenone
Sertraline		Flecainide
Sertraline		Adrenergic beta-Antagonists
Sertraline		Anti-Arrhythmia Agents
Sertraline		Pharmaceutical Preparations
Sertraline		Thioridazine
Sertraline		Metoprolol
Sertraline		Fluoxetine
Sertraline		Bupropion
Anti-Arrhythmia Agents		Desipramine
Anti-Arrhythmia Agents		Imipramine
Anti-Arrhythmia Agents		Nortriptyline
Anti-Arrhythmia Agents		Antidepressive Agents
Anti-Arrhythmia Agents		Risperidone
Anti-Arrhythmia Agents		Antipsychotic Agents
Anti-Arrhythmia Agents		Paroxetine
Anti-Arrhythmia Agents		Haloperidol
Anti-Arrhythmia Agents		Propafenone
Anti-Arrhythmia Agents		Flecainide
Anti-Arrhythmia Agents		Adrenergic beta-Antagonists
Anti-Arrhythmia Agents		Sertraline
Anti-Arrhythmia Agents		Pharmaceutical Preparations
Anti-Arrhythmia Agents		Thioridazine
Anti-Arrhythmia Agents		Metoprolol
Anti-Arrhythmia Agents		Fluoxetine
Anti-Arrhythmia Agents		Bupropion
Pharmaceutical Preparations		Desipramine
Pharmaceutical Preparations		Imipramine
Pharmaceutical Preparations		Nortriptyline
Pharmaceutical Preparations		Antidepressive Agents
Pharmaceutical Preparations		Risperidone
Pharmaceutical Preparations		Antipsychotic Agents
Pharmaceutical Preparations		Paroxetine
Pharmaceutical Preparations		Haloperidol
Pharmaceutical Preparations		Propafenone
Pharmaceutical Preparations		Flecainide
Pharmaceutical Preparations		Adrenergic beta-Antagonists
Pharmaceutical Preparations		Sertraline
Pharmaceutical Preparations		Anti-Arrhythmia Agents
Pharmaceutical Preparations		Thioridazine
Pharmaceutical Preparations		Metoprolol
Pharmaceutical Preparations		Fluoxetine
Pharmaceutical Preparations		Bupropion
Thioridazine		Desipramine
Thioridazine		Imipramine
Thioridazine		Nortriptyline
Thioridazine		Antidepressive Agents
Thioridazine		Risperidone
Thioridazine		Antipsychotic Agents
Thioridazine		Paroxetine
Thioridazine		Haloperidol
Thioridazine		Propafenone
Thioridazine		Flecainide
Thioridazine		Adrenergic beta-Antagonists
Thioridazine		Sertraline
Thioridazine		Anti-Arrhythmia Agents
Thioridazine		Pharmaceutical Preparations
Thioridazine		Metoprolol
Thioridazine		Fluoxetine
Thioridazine		Bupropion
Metoprolol		Desipramine
Metoprolol		Imipramine
Metoprolol		Nortriptyline
Metoprolol		Antidepressive Agents
Metoprolol		Risperidone
Metoprolol		Antipsychotic Agents
Metoprolol		Paroxetine
Metoprolol		Haloperidol
Metoprolol		Propafenone
Metoprolol		Flecainide
Metoprolol		Adrenergic beta-Antagonists
Metoprolol		Sertraline
Metoprolol		Anti-Arrhythmia Agents
Metoprolol		Pharmaceutical Preparations
Metoprolol		Thioridazine
Metoprolol		Fluoxetine
Metoprolol		Bupropion
Fluoxetine		Desipramine
Fluoxetine		Imipramine
Fluoxetine		Nortriptyline
Fluoxetine		Antidepressive Agents
Fluoxetine		Risperidone
Fluoxetine		Antipsychotic Agents
Fluoxetine		Paroxetine
Fluoxetine		Haloperidol
Fluoxetine		Propafenone
Fluoxetine		Flecainide
Fluoxetine		Adrenergic beta-Antagonists
Fluoxetine		Sertraline
Fluoxetine		Anti-Arrhythmia Agents
Fluoxetine		Pharmaceutical Preparations
Fluoxetine		Thioridazine
Fluoxetine		Metoprolol
Fluoxetine		Bupropion
Bupropion		Desipramine
Bupropion		Imipramine
Bupropion		Nortriptyline
Bupropion		Antidepressive Agents
Bupropion		Risperidone
Bupropion		Antipsychotic Agents
Bupropion		Paroxetine
Bupropion		Haloperidol
Bupropion		Propafenone
Bupropion		Flecainide
Bupropion		Adrenergic beta-Antagonists
Bupropion		Sertraline
Bupropion		Anti-Arrhythmia Agents
Bupropion		Pharmaceutical Preparations
Bupropion		Thioridazine
Bupropion		Metoprolol
Bupropion		Fluoxetine
Paroxetine		Sertraline
Paroxetine		Fluoxetine
Paroxetine		Clozapine
Sertraline		Paroxetine
Sertraline		Fluoxetine
Sertraline		Clozapine
Fluoxetine		Paroxetine
Fluoxetine		Sertraline
Fluoxetine		Clozapine
Clozapine		Paroxetine
Clozapine		Sertraline
Clozapine		Fluoxetine
Indinavir		Sustiva
Sustiva		Indinavir
4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate		valdecoxib
4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate		Diazepam
valdecoxib		4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate
valdecoxib		Diazepam
Diazepam		4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate
Diazepam		valdecoxib
Tacrolimus		bosentan
bosentan		Tacrolimus
Paroxetine		Sertraline
Paroxetine		Alprazolam
Sertraline		Paroxetine
Sertraline		Alprazolam
Alprazolam		Paroxetine
Alprazolam		Sertraline
Prinivil		Thiazide Diuretics
Thiazide Diuretics		Prinivil
Thiazides		Furosemide
Thiazides		Anti-Inflammatory Agents, Non-Steroidal
Furosemide		Thiazides
Furosemide		Anti-Inflammatory Agents, Non-Steroidal
Anti-Inflammatory Agents, Non-Steroidal		Thiazides
Anti-Inflammatory Agents, Non-Steroidal		Furosemide
Diuretics		Hydroflumethiazide
Diuretics		Anti-Inflammatory Agents, Non-Steroidal
Hydroflumethiazide		Diuretics
Hydroflumethiazide		Anti-Inflammatory Agents, Non-Steroidal
Anti-Inflammatory Agents, Non-Steroidal		Diuretics
Anti-Inflammatory Agents, Non-Steroidal		Hydroflumethiazide
Angiotensin-Converting Enzyme Inhibitors		Anti-Inflammatory Agents, Non-Steroidal
Anti-Inflammatory Agents, Non-Steroidal		Angiotensin-Converting Enzyme Inhibitors
Astemizole		Viracept
Viracept		Astemizole
Anticoagulants, Oral		Chlordiazepoxide
Chlordiazepoxide		Anticoagulants, Oral
Clarithromycin		Pimozide
Pimozide		Clarithromycin
Azithromycin		Nelfinavir
Nelfinavir		Azithromycin
Diuretics		Lithium
Diuretics		Bumetanide
Lithium		Diuretics
Lithium		Bumetanide
Bumetanide		Diuretics
Bumetanide		Lithium
Troleandomycin		Ketoconazole
Troleandomycin		Adrenal Cortex Hormones
Troleandomycin		Pharmaceutical Preparations
Ketoconazole		Troleandomycin
Ketoconazole		Adrenal Cortex Hormones
Ketoconazole		Pharmaceutical Preparations
Adrenal Cortex Hormones		Troleandomycin
Adrenal Cortex Hormones		Ketoconazole
Adrenal Cortex Hormones		Pharmaceutical Preparations
Pharmaceutical Preparations		Troleandomycin
Pharmaceutical Preparations		Ketoconazole
Pharmaceutical Preparations		Adrenal Cortex Hormones
Cyclosporine		Cancidas
Cancidas		Cyclosporine
Pharmaceutical Preparations		Acetaminophen
Pharmaceutical Preparations		Diflunisal
Acetaminophen		Pharmaceutical Preparations
Acetaminophen		Diflunisal
Diflunisal		Pharmaceutical Preparations
Diflunisal		Acetaminophen
Labetalol hydrochloride		Halothane
Halothane		Labetalol hydrochloride
Taxol		Cisplatin
Cisplatin		Taxol
Ethacrynic Acid		Furosemide
Furosemide		Ethacrynic Acid
lapatinib		Carbamazepine
Carbamazepine		lapatinib
aprepitant		Diltiazem
Diltiazem		aprepitant
Nelfinavir		Ketoconazole
Nelfinavir		Viracept
Ketoconazole		Nelfinavir
Ketoconazole		Viracept
Viracept		Nelfinavir
Viracept		Ketoconazole
Hydralazine		Monoamine Oxidase Inhibitors
Monoamine Oxidase Inhibitors		Hydralazine
Vaccines, Attenuated		Adrenal Cortex Hormones
Adrenal Cortex Hormones		Vaccines, Attenuated
Bezalip		Anticoagulants
Anticoagulants		Bezalip
Lithium		Anti-Inflammatory Agents, Non-Steroidal
Anti-Inflammatory Agents, Non-Steroidal		Lithium
Rifampin		Diltiazem
Diltiazem		Rifampin
Rifampin		Itraconazole
Rifampin		Phenytoin
Itraconazole		Rifampin
Itraconazole		Phenytoin
Phenytoin		Rifampin
Phenytoin		Itraconazole
Cisapride		Ketoconazole
Ketoconazole		Cisapride
Theodur		Theophylline
Theophylline		Theodur
Imidazole		Pharmaceutical Preparations
Imidazole		coumarin
Pharmaceutical Preparations		Imidazole
Pharmaceutical Preparations		coumarin
coumarin		Imidazole
coumarin		Pharmaceutical Preparations
Corticotropin		Amphotericin B
Corticotropin		Adrenal Cortex Hormones
Amphotericin B		Corticotropin
Amphotericin B		Adrenal Cortex Hormones
Adrenal Cortex Hormones		Corticotropin
Adrenal Cortex Hormones		Amphotericin B
Ketoconazole		vardenafil
vardenafil		Ketoconazole
Phenylbutazone		Salicylates
Phenylbutazone		Ethosuximide
Phenylbutazone		Chlordiazepoxide
Phenylbutazone		Cimetidine
Phenylbutazone		isoniazid
Phenylbutazone		Amiodarone
Phenylbutazone		Sulfonamides
Phenylbutazone		Disulfiram
Phenylbutazone		Trazodone
Phenylbutazone		Methylphenidate
Phenylbutazone		Phenytoin
Phenylbutazone		Tolbutamide
Phenylbutazone		Pharmaceutical Preparations
Phenylbutazone		Estrogens
Phenylbutazone		Diazepam
Phenylbutazone		Dicumarol
Phenylbutazone		Succinimides
Phenylbutazone		Fluoxetine
Phenylbutazone		Phenothiazines
Phenylbutazone		Halothane
Salicylates		Phenylbutazone
Salicylates		Ethosuximide
Salicylates		Chlordiazepoxide
Salicylates		Cimetidine
Salicylates		isoniazid
Salicylates		Amiodarone
Salicylates		Sulfonamides
Salicylates		Disulfiram
Salicylates		Trazodone
Salicylates		Methylphenidate
Salicylates		Phenytoin
Salicylates		Tolbutamide
Salicylates		Pharmaceutical Preparations
Salicylates		Estrogens
Salicylates		Diazepam
Salicylates		Dicumarol
Salicylates		Succinimides
Salicylates		Fluoxetine
Salicylates		Phenothiazines
Salicylates		Halothane
Ethosuximide		Phenylbutazone
Ethosuximide		Salicylates
Ethosuximide		Chlordiazepoxide
Ethosuximide		Cimetidine
Ethosuximide		isoniazid
Ethosuximide		Amiodarone
Ethosuximide		Sulfonamides
Ethosuximide		Disulfiram
Ethosuximide		Trazodone
Ethosuximide		Methylphenidate
Ethosuximide		Phenytoin
Ethosuximide		Tolbutamide
Ethosuximide		Pharmaceutical Preparations
Ethosuximide		Estrogens
Ethosuximide		Diazepam
Ethosuximide		Dicumarol
Ethosuximide		Succinimides
Ethosuximide		Fluoxetine
Ethosuximide		Phenothiazines
Ethosuximide		Halothane
Chlordiazepoxide		Phenylbutazone
Chlordiazepoxide		Salicylates
Chlordiazepoxide		Ethosuximide
Chlordiazepoxide		Cimetidine
Chlordiazepoxide		isoniazid
Chlordiazepoxide		Amiodarone
Chlordiazepoxide		Sulfonamides
Chlordiazepoxide		Disulfiram
Chlordiazepoxide		Trazodone
Chlordiazepoxide		Methylphenidate
Chlordiazepoxide		Phenytoin
Chlordiazepoxide		Tolbutamide
Chlordiazepoxide		Pharmaceutical Preparations
Chlordiazepoxide		Estrogens
Chlordiazepoxide		Diazepam
Chlordiazepoxide		Dicumarol
Chlordiazepoxide		Succinimides
Chlordiazepoxide		Fluoxetine
Chlordiazepoxide		Phenothiazines
Chlordiazepoxide		Halothane
Cimetidine		Phenylbutazone
Cimetidine		Salicylates
Cimetidine		Ethosuximide
Cimetidine		Chlordiazepoxide
Cimetidine		isoniazid
Cimetidine		Amiodarone
Cimetidine		Sulfonamides
Cimetidine		Disulfiram
Cimetidine		Trazodone
Cimetidine		Methylphenidate
Cimetidine		Phenytoin
Cimetidine		Tolbutamide
Cimetidine		Pharmaceutical Preparations
Cimetidine		Estrogens
Cimetidine		Diazepam
Cimetidine		Dicumarol
Cimetidine		Succinimides
Cimetidine		Fluoxetine
Cimetidine		Phenothiazines
Cimetidine		Halothane
isoniazid		Phenylbutazone
isoniazid		Salicylates
isoniazid		Ethosuximide
isoniazid		Chlordiazepoxide
isoniazid		Cimetidine
isoniazid		Amiodarone
isoniazid		Sulfonamides
isoniazid		Disulfiram
isoniazid		Trazodone
isoniazid		Methylphenidate
isoniazid		Phenytoin
isoniazid		Tolbutamide
isoniazid		Pharmaceutical Preparations
isoniazid		Estrogens
isoniazid		Diazepam
isoniazid		Dicumarol
isoniazid		Succinimides
isoniazid		Fluoxetine
isoniazid		Phenothiazines
isoniazid		Halothane
Amiodarone		Phenylbutazone
Amiodarone		Salicylates
Amiodarone		Ethosuximide
Amiodarone		Chlordiazepoxide
Amiodarone		Cimetidine
Amiodarone		isoniazid
Amiodarone		Sulfonamides
Amiodarone		Disulfiram
Amiodarone		Trazodone
Amiodarone		Methylphenidate
Amiodarone		Phenytoin
Amiodarone		Tolbutamide
Amiodarone		Pharmaceutical Preparations
Amiodarone		Estrogens
Amiodarone		Diazepam
Amiodarone		Dicumarol
Amiodarone		Succinimides
Amiodarone		Fluoxetine
Amiodarone		Phenothiazines
Amiodarone		Halothane
Sulfonamides		Phenylbutazone
Sulfonamides		Salicylates
Sulfonamides		Ethosuximide
Sulfonamides		Chlordiazepoxide
Sulfonamides		Cimetidine
Sulfonamides		isoniazid
Sulfonamides		Amiodarone
Sulfonamides		Disulfiram
Sulfonamides		Trazodone
Sulfonamides		Methylphenidate
Sulfonamides		Phenytoin
Sulfonamides		Tolbutamide
Sulfonamides		Pharmaceutical Preparations
Sulfonamides		Estrogens
Sulfonamides		Diazepam
Sulfonamides		Dicumarol
Sulfonamides		Succinimides
Sulfonamides		Fluoxetine
Sulfonamides		Phenothiazines
Sulfonamides		Halothane
Disulfiram		Phenylbutazone
Disulfiram		Salicylates
Disulfiram		Ethosuximide
Disulfiram		Chlordiazepoxide
Disulfiram		Cimetidine
Disulfiram		isoniazid
Disulfiram		Amiodarone
Disulfiram		Sulfonamides
Disulfiram		Trazodone
Disulfiram		Methylphenidate
Disulfiram		Phenytoin
Disulfiram		Tolbutamide
Disulfiram		Pharmaceutical Preparations
Disulfiram		Estrogens
Disulfiram		Diazepam
Disulfiram		Dicumarol
Disulfiram		Succinimides
Disulfiram		Fluoxetine
Disulfiram		Phenothiazines
Disulfiram		Halothane
Trazodone		Phenylbutazone
Trazodone		Salicylates
Trazodone		Ethosuximide
Trazodone		Chlordiazepoxide
Trazodone		Cimetidine
Trazodone		isoniazid
Trazodone		Amiodarone
Trazodone		Sulfonamides
Trazodone		Disulfiram
Trazodone		Methylphenidate
Trazodone		Phenytoin
Trazodone		Tolbutamide
Trazodone		Pharmaceutical Preparations
Trazodone		Estrogens
Trazodone		Diazepam
Trazodone		Dicumarol
Trazodone		Succinimides
Trazodone		Fluoxetine
Trazodone		Phenothiazines
Trazodone		Halothane
Methylphenidate		Phenylbutazone
Methylphenidate		Salicylates
Methylphenidate		Ethosuximide
Methylphenidate		Chlordiazepoxide
Methylphenidate		Cimetidine
Methylphenidate		isoniazid
Methylphenidate		Amiodarone
Methylphenidate		Sulfonamides
Methylphenidate		Disulfiram
Methylphenidate		Trazodone
Methylphenidate		Phenytoin
Methylphenidate		Tolbutamide
Methylphenidate		Pharmaceutical Preparations
Methylphenidate		Estrogens
Methylphenidate		Diazepam
Methylphenidate		Dicumarol
Methylphenidate		Succinimides
Methylphenidate		Fluoxetine
Methylphenidate		Phenothiazines
Methylphenidate		Halothane
Phenytoin		Phenylbutazone
Phenytoin		Salicylates
Phenytoin		Ethosuximide
Phenytoin		Chlordiazepoxide
Phenytoin		Cimetidine
Phenytoin		isoniazid
Phenytoin		Amiodarone
Phenytoin		Sulfonamides
Phenytoin		Disulfiram
Phenytoin		Trazodone
Phenytoin		Methylphenidate
Phenytoin		Tolbutamide
Phenytoin		Pharmaceutical Preparations
Phenytoin		Estrogens
Phenytoin		Diazepam
Phenytoin		Dicumarol
Phenytoin		Succinimides
Phenytoin		Fluoxetine
Phenytoin		Phenothiazines
Phenytoin		Halothane
Tolbutamide		Phenylbutazone
Tolbutamide		Salicylates
Tolbutamide		Ethosuximide
Tolbutamide		Chlordiazepoxide
Tolbutamide		Cimetidine
Tolbutamide		isoniazid
Tolbutamide		Amiodarone
Tolbutamide		Sulfonamides
Tolbutamide		Disulfiram
Tolbutamide		Trazodone
Tolbutamide		Methylphenidate
Tolbutamide		Phenytoin
Tolbutamide		Pharmaceutical Preparations
Tolbutamide		Estrogens
Tolbutamide		Diazepam
Tolbutamide		Dicumarol
Tolbutamide		Succinimides
Tolbutamide		Fluoxetine
Tolbutamide		Phenothiazines
Tolbutamide		Halothane
Pharmaceutical Preparations		Phenylbutazone
Pharmaceutical Preparations		Salicylates
Pharmaceutical Preparations		Ethosuximide
Pharmaceutical Preparations		Chlordiazepoxide
Pharmaceutical Preparations		Cimetidine
Pharmaceutical Preparations		isoniazid
Pharmaceutical Preparations		Amiodarone
Pharmaceutical Preparations		Sulfonamides
Pharmaceutical Preparations		Disulfiram
Pharmaceutical Preparations		Trazodone
Pharmaceutical Preparations		Methylphenidate
Pharmaceutical Preparations		Phenytoin
Pharmaceutical Preparations		Tolbutamide
Pharmaceutical Preparations		Estrogens
Pharmaceutical Preparations		Diazepam
Pharmaceutical Preparations		Dicumarol
Pharmaceutical Preparations		Succinimides
Pharmaceutical Preparations		Fluoxetine
Pharmaceutical Preparations		Phenothiazines
Pharmaceutical Preparations		Halothane
Estrogens		Phenylbutazone
Estrogens		Salicylates
Estrogens		Ethosuximide
Estrogens		Chlordiazepoxide
Estrogens		Cimetidine
Estrogens		isoniazid
Estrogens		Amiodarone
Estrogens		Sulfonamides
Estrogens		Disulfiram
Estrogens		Trazodone
Estrogens		Methylphenidate
Estrogens		Phenytoin
Estrogens		Tolbutamide
Estrogens		Pharmaceutical Preparations
Estrogens		Diazepam
Estrogens		Dicumarol
Estrogens		Succinimides
Estrogens		Fluoxetine
Estrogens		Phenothiazines
Estrogens		Halothane
Diazepam		Phenylbutazone
Diazepam		Salicylates
Diazepam		Ethosuximide
Diazepam		Chlordiazepoxide
Diazepam		Cimetidine
Diazepam		isoniazid
Diazepam		Amiodarone
Diazepam		Sulfonamides
Diazepam		Disulfiram
Diazepam		Trazodone
Diazepam		Methylphenidate
Diazepam		Phenytoin
Diazepam		Tolbutamide
Diazepam		Pharmaceutical Preparations
Diazepam		Estrogens
Diazepam		Dicumarol
Diazepam		Succinimides
Diazepam		Fluoxetine
Diazepam		Phenothiazines
Diazepam		Halothane
Dicumarol		Phenylbutazone
Dicumarol		Salicylates
Dicumarol		Ethosuximide
Dicumarol		Chlordiazepoxide
Dicumarol		Cimetidine
Dicumarol		isoniazid
Dicumarol		Amiodarone
Dicumarol		Sulfonamides
Dicumarol		Disulfiram
Dicumarol		Trazodone
Dicumarol		Methylphenidate
Dicumarol		Phenytoin
Dicumarol		Tolbutamide
Dicumarol		Pharmaceutical Preparations
Dicumarol		Estrogens
Dicumarol		Diazepam
Dicumarol		Succinimides
Dicumarol		Fluoxetine
Dicumarol		Phenothiazines
Dicumarol		Halothane
Succinimides		Phenylbutazone
Succinimides		Salicylates
Succinimides		Ethosuximide
Succinimides		Chlordiazepoxide
Succinimides		Cimetidine
Succinimides		isoniazid
Succinimides		Amiodarone
Succinimides		Sulfonamides
Succinimides		Disulfiram
Succinimides		Trazodone
Succinimides		Methylphenidate
Succinimides		Phenytoin
Succinimides		Tolbutamide
Succinimides		Pharmaceutical Preparations
Succinimides		Estrogens
Succinimides		Diazepam
Succinimides		Dicumarol
Succinimides		Fluoxetine
Succinimides		Phenothiazines
Succinimides		Halothane
Fluoxetine		Phenylbutazone
Fluoxetine		Salicylates
Fluoxetine		Ethosuximide
Fluoxetine		Chlordiazepoxide
Fluoxetine		Cimetidine
Fluoxetine		isoniazid
Fluoxetine		Amiodarone
Fluoxetine		Sulfonamides
Fluoxetine		Disulfiram
Fluoxetine		Trazodone
Fluoxetine		Methylphenidate
Fluoxetine		Phenytoin
Fluoxetine		Tolbutamide
Fluoxetine		Pharmaceutical Preparations
Fluoxetine		Estrogens
Fluoxetine		Diazepam
Fluoxetine		Dicumarol
Fluoxetine		Succinimides
Fluoxetine		Phenothiazines
Fluoxetine		Halothane
Phenothiazines		Phenylbutazone
Phenothiazines		Salicylates
Phenothiazines		Ethosuximide
Phenothiazines		Chlordiazepoxide
Phenothiazines		Cimetidine
Phenothiazines		isoniazid
Phenothiazines		Amiodarone
Phenothiazines		Sulfonamides
Phenothiazines		Disulfiram
Phenothiazines		Trazodone
Phenothiazines		Methylphenidate
Phenothiazines		Phenytoin
Phenothiazines		Tolbutamide
Phenothiazines		Pharmaceutical Preparations
Phenothiazines		Estrogens
Phenothiazines		Diazepam
Phenothiazines		Dicumarol
Phenothiazines		Succinimides
Phenothiazines		Fluoxetine
Phenothiazines		Halothane
Halothane		Phenylbutazone
Halothane		Salicylates
Halothane		Ethosuximide
Halothane		Chlordiazepoxide
Halothane		Cimetidine
Halothane		isoniazid
Halothane		Amiodarone
Halothane		Sulfonamides
Halothane		Disulfiram
Halothane		Trazodone
Halothane		Methylphenidate
Halothane		Phenytoin
Halothane		Tolbutamide
Halothane		Pharmaceutical Preparations
Halothane		Estrogens
Halothane		Diazepam
Halothane		Dicumarol
Halothane		Succinimides
Halothane		Fluoxetine
Halothane		Phenothiazines
Anticoagulants		Toradol
Anticoagulants		Heparin
Anticoagulants		Warfarin
Toradol		Anticoagulants
Toradol		Heparin
Toradol		Warfarin
Heparin		Anticoagulants
Heparin		Toradol
Heparin		Warfarin
Warfarin		Anticoagulants
Warfarin		Toradol
Warfarin		Heparin
Dipyridamole		Adenosine
Adenosine		Dipyridamole
Rifampin		Barbiturates
Rifampin		Phenytoin
Rifampin		fluorocortisol acetate
Barbiturates		Rifampin
Barbiturates		Phenytoin
Barbiturates		fluorocortisol acetate
Phenytoin		Rifampin
Phenytoin		Barbiturates
Phenytoin		fluorocortisol acetate
fluorocortisol acetate		Rifampin
fluorocortisol acetate		Barbiturates
fluorocortisol acetate		Phenytoin
Antiepileptic Agents		Phenytoin
Antiepileptic Agents		Felbatol
Antiepileptic Agents		felbamate
Phenytoin		Antiepileptic Agents
Phenytoin		Felbatol
Phenytoin		felbamate
Felbatol		Antiepileptic Agents
Felbatol		Phenytoin
Felbatol		felbamate
felbamate		Antiepileptic Agents
felbamate		Phenytoin
felbamate		Felbatol
capecitabine		Warfarin
capecitabine		Phenprocoumon
capecitabine		coumarin
Warfarin		capecitabine
Warfarin		Phenprocoumon
Warfarin		coumarin
Phenprocoumon		capecitabine
Phenprocoumon		Warfarin
Phenprocoumon		coumarin
coumarin		capecitabine
coumarin		Warfarin
coumarin		Phenprocoumon
Ketoconazole		Adrenal Cortex Hormones
Adrenal Cortex Hormones		Ketoconazole
Hydralazine		Antihypertensive Agents
Hydralazine		Diazoxide
Antihypertensive Agents		Hydralazine
Antihypertensive Agents		Diazoxide
Diazoxide		Hydralazine
Diazoxide		Antihypertensive Agents
Nevirapine		lopinavir / Ritonavir
lopinavir / Ritonavir		Nevirapine
Sulfonamides		Pharmaceutical Preparations
Sulfonamides		chloroprocaine
Pharmaceutical Preparations		Sulfonamides
Pharmaceutical Preparations		chloroprocaine
chloroprocaine		Sulfonamides
chloroprocaine		Pharmaceutical Preparations
Acyclovir		Probenecid
Probenecid		Acyclovir
Antacids		Ciprofloxacin
Ciprofloxacin		Antacids
Penicillin G		Hydrochlorothiazide
Penicillin G		Gemfibrozil
Penicillin G		Tetracycline
Penicillin G		Furosemide
Penicillin G		Colestipol Hydrochloride
Hydrochlorothiazide		Penicillin G
Hydrochlorothiazide		Gemfibrozil
Hydrochlorothiazide		Tetracycline
Hydrochlorothiazide		Furosemide
Hydrochlorothiazide		Colestipol Hydrochloride
Gemfibrozil		Penicillin G
Gemfibrozil		Hydrochlorothiazide
Gemfibrozil		Tetracycline
Gemfibrozil		Furosemide
Gemfibrozil		Colestipol Hydrochloride
Tetracycline		Penicillin G
Tetracycline		Hydrochlorothiazide
Tetracycline		Gemfibrozil
Tetracycline		Furosemide
Tetracycline		Colestipol Hydrochloride
Furosemide		Penicillin G
Furosemide		Hydrochlorothiazide
Furosemide		Gemfibrozil
Furosemide		Tetracycline
Furosemide		Colestipol Hydrochloride
Colestipol Hydrochloride		Penicillin G
Colestipol Hydrochloride		Hydrochlorothiazide
Colestipol Hydrochloride		Gemfibrozil
Colestipol Hydrochloride		Tetracycline
Colestipol Hydrochloride		Furosemide
Diclofenac		Aspirin
Aspirin		Diclofenac
Erythromycin		Theophylline
Theophylline		Erythromycin
Rifabutin		Viracept
Viracept		Rifabutin
Brovana		Adrenergic Antagonists
Brovana		Adrenergic beta-Antagonists
Adrenergic Antagonists		Brovana
Adrenergic Antagonists		Adrenergic beta-Antagonists
Adrenergic beta-Antagonists		Brovana
Adrenergic beta-Antagonists		Adrenergic Antagonists
Norfloxacin		Pharmacologic Substance
Norfloxacin		Anticoagulants, Oral
Norfloxacin		Quinolones
Norfloxacin		Warfarin
Pharmacologic Substance		Norfloxacin
Pharmacologic Substance		Anticoagulants, Oral
Pharmacologic Substance		Quinolones
Pharmacologic Substance		Warfarin
Anticoagulants, Oral		Norfloxacin
Anticoagulants, Oral		Pharmacologic Substance
Anticoagulants, Oral		Quinolones
Anticoagulants, Oral		Warfarin
Quinolones		Norfloxacin
Quinolones		Pharmacologic Substance
Quinolones		Anticoagulants, Oral
Quinolones		Warfarin
Warfarin		Norfloxacin
Warfarin		Pharmacologic Substance
Warfarin		Anticoagulants, Oral
Warfarin		Quinolones
Histamine H2 Antagonists		Histamine
Histamine H2 Antagonists		Histidine
Histamine		Histamine H2 Antagonists
Histamine		Histidine
Histidine		Histamine H2 Antagonists
Histidine		Histamine
Rifampin		Diltiazem
Diltiazem		Rifampin
Etidronate		Warfarin
Warfarin		Etidronate
Atromid		Phenytoin
Atromid		Tolbutamide
Atromid		Pharmaceutical Preparations
Phenytoin		Atromid
Phenytoin		Tolbutamide
Phenytoin		Pharmaceutical Preparations
Tolbutamide		Atromid
Tolbutamide		Phenytoin
Tolbutamide		Pharmaceutical Preparations
Pharmaceutical Preparations		Atromid
Pharmaceutical Preparations		Phenytoin
Pharmaceutical Preparations		Tolbutamide
Methotrexate		Ibuprofen
Ibuprofen		Methotrexate
Warfarin		Iressa
Iressa		Warfarin
Ethinyl Estradiol		Theophylline
Theophylline		Ethinyl Estradiol
Thyroxine		Estrogens
Estrogens		Thyroxine
Phenytoin		Nisoldipine
Phenytoin		Sular
Nisoldipine		Phenytoin
Nisoldipine		Sular
Sular		Phenytoin
Sular		Nisoldipine
Adrenal Cortex Hormones		Ephedrine
Ephedrine		Adrenal Cortex Hormones
Sustiva		lopinavir / Ritonavir
lopinavir / Ritonavir		Sustiva
Vaccines		Typhoid live oral vaccine
Vaccines		Mefloquine
Typhoid live oral vaccine		Vaccines
Typhoid live oral vaccine		Mefloquine
Mefloquine		Vaccines
Mefloquine		Typhoid live oral vaccine
Imipramine Hydrochloride		Central Nervous System Agents
Central Nervous System Agents		Imipramine Hydrochloride
Anticoagulants		Allopurinol
Anticoagulants		Dicumarol
Allopurinol		Anticoagulants
Allopurinol		Dicumarol
Dicumarol		Anticoagulants
Dicumarol		Allopurinol
Indinavir		sildenafil
sildenafil		Indinavir
Angiotensin-Converting Enzyme Inhibitors		Anti-Inflammatory Agents, Non-Steroidal
Anti-Inflammatory Agents, Non-Steroidal		Angiotensin-Converting Enzyme Inhibitors
Sulfasalazine		Enbrel
Enbrel		Sulfasalazine
dirithromycin		Terfenadine
Terfenadine		dirithromycin
Enalapril		Anti-Inflammatory Agents, Non-Steroidal
Anti-Inflammatory Agents, Non-Steroidal		Enalapril
Enoxacin		Relate - vinyl resin
Enoxacin		Caffeine
Relate - vinyl resin		Enoxacin
